DEBUG:root:BVHBuilder: prepare mesh, esc: True
DEBUG:root:BVHBuilder: build node. №255, primitives: 0
DEBUG:root:BVHBuilder: build node. №259, primitives: 1
DEBUG:root:BVHBuilder: build node. №260, primitives: 1
DEBUG:root:BVHBuilder: build node. №258, primitives: 0
DEBUG:root:BVHBuilder: build node. №254, primitives: 0
DEBUG:root:BVHBuilder: build node. №244, primitives: 0
DEBUG:root:BVHBuilder: build node. №265, primitives: 1
DEBUG:root:BVHBuilder: build node. №266, primitives: 1
DEBUG:root:BVHBuilder: build node. №264, primitives: 0
DEBUG:root:BVHBuilder: build node. №268, primitives: 1
